SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
1018GS2026, GS, 28-Dec-2023,121.0,118.77,120.65,118.77, 120.65,120.47,120.48,11,0.01,3, 10, 90.91
20MICRONS, EQ, 28-Dec-2023,186.05,185.0,187.6,177.55, 179.50,179.35,180.42,212345,383.11,10845, 105338, 49.61
21STCENMGM, BE, 28-Dec-2023,32.2,32.45,32.8,31.55, 32.80,32.65,31.93,51053,16.3,150, -, -
360ONE, EQ, 28-Dec-2023,674.45,676.6,715.6,671.45, 709.60,708.8,693.62,638810,4430.91,27630, 340581, 53.31
3IINFOLTD, EQ, 28-Dec-2023,45.05,45.35,46.0,44.75, 45.25,45.55,45.3,1084074,491.09,5161, 541224, 49.93
3MINDIA, EQ, 28-Dec-2023,36389.95,35402.65,36193.4,34833.75, 35001.10,35091.35,35384.95,24253,8581.91,13243, 3571, 14.72
3PLAND, EQ, 28-Dec-2023,27.0,26.25,27.0,26.25, 26.55,26.75,26.76,10608,2.84,213, 5587, 52.67
5PAISA, EQ, 28-Dec-2023,549.45,551.0,562.9,543.4, 555.00,554.6,553.38,229046,1267.5,22141, 113713, 49.65
610GS2031, GS, 28-Dec-2023,96.37,96.41,96.41,96.41, 96.41,96.41,96.41,315,0.3,5, 315, 100.00
618GS2024, GS, 28-Dec-2023,99.5,99.51,99.52,99.51, 99.52,99.52,99.52,3,0.0,3, 2, 66.67
63MOONS, BE, 28-Dec-2023,454.95,457.7,477.65,457.7, 477.65,477.35,470.06,81189,381.64,1967, -, -
654GS2032, GS, 28-Dec-2023,98.99,98.99,98.99,98.0, 98.70,98.7,98.99,1013,1.0,6, 1012, 99.90
667GS2035, GS, 28-Dec-2023,96.0,95.5,95.65,95.45, 95.45,95.45,95.59,1810,1.73,8, 1700, 93.92
667GS2050, GS, 28-Dec-2023,93.0,93.0,93.0,90.21, 93.00,93.0,92.77,4800,4.45,18, 4400, 91.67
669GS2024, GS, 28-Dec-2023,99.93,97.44,100.0,97.44, 99.95,99.95,99.93,39,0.04,5, 38, 97.44
689GS2025, GS, 28-Dec-2023,102.25,102.28,102.28,102.28, 102.28,102.28,102.28,301,0.31,3, 301, 100.00
695GS2061, GS, 28-Dec-2023,97.0,97.0,97.0,92.8, 92.80,92.8,95.61,21281,20.35,9, 21281, 100.00
699GS2051, GS, 28-Dec-2023,98.0,93.78,97.8,93.74, 97.80,97.8,93.78,2507,2.35,7, 2500, 99.72
706GS2028, GS, 28-Dec-2023,101.5,100.9,100.9,100.5, 100.50,100.5,100.52,1000,1.01,11, 1000, 100.00
710GS2029, GS, 28-Dec-2023,101.16,100.99,101.25,100.7, 101.00,101.0,101.06,2197,2.22,20, 2197, 100.00
717GS2028, GS, 28-Dec-2023,103.5,103.5,103.5,100.0, 100.00,100.0,102.94,195,0.2,5, 195, 100.00
717GS2030, GS, 28-Dec-2023,100.87,101.07,101.07,101.07, 101.07,101.07,101.07,700,0.71,1, 700, 100.00
718GS2033, GS, 28-Dec-2023,100.25,102.39,102.39,101.1, 101.10,101.1,101.26,902,0.91,11, 901, 99.89
718GS2037, GS, 28-Dec-2023,102.0,102.0,102.0,101.7, 101.72,101.72,101.7,2304,2.34,5, 2304, 100.00
725GS2063, GS, 28-Dec-2023,99.0,98.51,99.24,98.5, 99.00,99.0,98.83,45281,44.75,48, 38271, 84.52
726GS2032, GS, 28-Dec-2023,102.4,102.4,103.0,102.4, 103.00,102.99,103.0,5251,5.41,4, 5251, 100.00
726GS2033, GS, 28-Dec-2023,103.19,102.8,103.4,102.5, 103.20,103.2,102.75,22202,22.81,10, 22202, 100.00
727GS2026, GS, 28-Dec-2023,102.0,102.5,102.5,102.5, 102.50,102.5,102.5,9,0.01,1, 9, 100.00
732GS2024, GS, 28-Dec-2023,101.6,101.6,101.6,101.6, 101.60,101.6,101.6,1,0.0,1, 1, 100.00
732GS2030, GS, 28-Dec-2023,101.05,101.0,101.2,101.0, 101.20,101.2,101.01,2900,2.93,7, 2900, 100.00
733GS2026, GS, 28-Dec-2023,101.57,101.57,104.0,100.7, 102.00,101.98,101.73,4823,4.91,31, 4510, 93.51
736GS2052, GS, 28-Dec-2023,103.0,103.0,103.0,102.75, 102.75,102.75,102.76,2706,2.78,12, 2706, 100.00
737GS2028, GS, 28-Dec-2023,101.92,102.33,102.5,101.5, 102.25,102.25,102.24,2180,2.23,10, 1890, 86.70
738GS2027, GS, 28-Dec-2023,101.04,101.2,101.2,101.04, 101.07,101.07,101.07,144648,146.2,82, 144648, 100.00
73GS2053, GS, 28-Dec-2023,99.48,99.9,99.9,99.11, 99.50,99.5,99.43,40162,39.93,45, 40063, 99.75
741GS2036, GS, 28-Dec-2023,101.79,101.85,101.85,101.52, 101.70,101.7,101.58,17500,17.78,30, 17500, 100.00
746GS2073, GS, 28-Dec-2023,102.5,102.5,102.5,101.63, 102.50,102.5,102.5,20823,21.34,6, 20823, 100.00
74GS2062, GS, 28-Dec-2023,102.5,102.5,102.51,102.5, 102.51,102.51,102.5,102,0.1,5, 100, 98.04
754GS2036, GS, 28-Dec-2023,102.76,102.74,102.82,102.47, 102.54,102.58,102.69,405260,416.16,162, 357875, 88.31
833GS2026, GS, 28-Dec-2023,106.64,105.44,105.44,105.0, 105.00,105.0,105.29,3,0.0,3, 1, 33.33
92GS2030, GS, 28-Dec-2023,113.0,112.5,113.2,111.9, 113.20,113.2,111.98,34267,38.37,24, 34266, 100.00
A2ZINFRA, BE, 28-Dec-2023,11.3,11.5,11.5,11.5, 11.50,11.5,11.5,382056,43.94,226, -, -
AAATECH, EQ, 28-Dec-2023,82.85,83.05,86.0,81.9, 83.00,83.55,83.02,81709,67.84,952, 38040, 46.56
AAKASH, BE, 28-Dec-2023,11.0,11.55,11.55,11.0, 11.55,11.55,11.5,766011,88.09,1130, -, -
AAREYDRUGS, BE, 28-Dec-2023,48.85,48.2,51.0,48.0, 49.00,49.15,50.0,95915,47.96,226, -, -
AARON, EQ, 28-Dec-2023,282.2,280.05,294.0,278.05, 288.00,282.6,283.46,7732,21.92,808, 4242, 54.86
AARTECH, EQ, 28-Dec-2023,142.9,148.8,148.8,138.3, 138.90,139.45,142.23,27070,38.5,2312, 6463, 23.88
AARTIDRUGS, EQ, 28-Dec-2023,497.7,499.95,504.25,484.8, 493.35,493.4,491.99,800339,3937.57,24237, 350182, 43.75
AARTIIND, EQ, 28-Dec-2023,645.75,645.0,650.75,638.1, 639.80,639.65,642.83,2551640,16402.69,61147, 1080902, 42.36
AARTIPHARM, EQ, 28-Dec-2023,530.7,533.0,533.1,509.0, 515.00,512.6,518.82,279821,1451.76,19973, 145719, 52.08
AARTIPP, E1, 28-Dec-2023,333.05,333.05,399.65,333.05, 399.65,399.65,390.95,2857,11.17,179, 2380, 83.30
AARTISURF, EQ, 28-Dec-2023,714.4,728.0,784.6,717.6, 760.00,753.85,756.32,1042127,7881.85,59501, 203154, 19.49
AARTISURF, P1, 28-Dec-2023,158.0,189.0,189.0,179.9, 181.20,181.2,184.33,175,0.32,11, 165, 94.29
AARVEEDEN, EQ, 28-Dec-2023,30.15,30.5,30.5,28.9, 29.85,29.3,29.55,184176,54.43,917, 87475, 47.50
AARVI, EQ, 28-Dec-2023,164.4,176.0,183.9,164.1, 164.30,166.3,175.1,638062,1117.27,9472, 250313, 39.23
AATMAJ, SM, 28-Dec-2023,43.0,43.45,43.45,42.25, 43.15,43.1,42.93,26000,11.16,13, 18000, 69.23
AAVAS, EQ, 28-Dec-2023,1488.65,1519.0,1519.0,1490.0, 1499.65,1501.7,1501.09,334827,5026.05,27506, 252766, 75.49
ABAN, BE, 28-Dec-2023,53.3,53.3,53.95,52.0, 52.90,52.5,52.82,93974,49.64,580, -, -
ABB, EQ, 28-Dec-2023,4733.6,4746.7,4765.4,4622.0, 4635.30,4642.95,4662.21,478064,22288.37,37955, 360849, 75.48
ABBOTINDIA, EQ, 28-Dec-2023,22570.1,22620.0,22716.35,22500.0, 22640.00,22623.7,22601.26,11577,2616.55,4872, 4098, 35.40
ABCAPITAL, EQ, 28-Dec-2023,161.75,162.7,162.9,160.8, 161.80,161.65,161.78,6401129,10355.67,58987, 4214296, 65.84
ABCOTS, SM, 28-Dec-2023,120.0,120.0,126.0,120.0, 126.00,125.65,123.4,10000,12.34,5, 10000, 100.00
ABFRL, EQ, 28-Dec-2023,220.05,220.9,221.9,218.5, 220.35,219.95,219.96,1700947,3741.41,17177, 706063, 41.51
ABINFRA, SM, 28-Dec-2023,51.75,54.3,54.3,54.3, 54.30,54.3,54.3,20000,10.86,5, 20000, 100.00
ABMINTLLTD, BE, 28-Dec-2023,57.9,60.75,60.75,55.0, 56.50,56.5,58.66,6670,3.91,76, -, -
ABSLAMC, EQ, 28-Dec-2023,465.6,465.0,474.55,465.0, 471.00,472.3,470.84,88245,415.49,4610, 44966, 50.96
ABSLBANETF, EQ, 28-Dec-2023,48.59,48.78,48.99,48.61, 48.95,48.84,48.81,328958,160.58,418, 318316, 96.76
ABSLLIQUID, EQ, 28-Dec-2023,1000.01,999.99,1000.01,999.99, 999.99,999.99,1000.0,2135,21.35,10, 1266, 59.30
ABSLNN50ET, EQ, 28-Dec-2023,54.44,54.95,55.08,54.3, 54.70,54.62,54.63,11096,6.06,127, 8482, 76.44
ACC, EQ, 28-Dec-2023,2168.55,2179.9,2181.75,2158.1, 2176.00,2170.7,2169.2,339907,7373.25,21758, 188816, 55.55
ACCELYA, EQ, 28-Dec-2023,1426.4,1435.0,1443.95,1422.5, 1430.00,1430.35,1431.55,26381,377.66,5012, 15403, 58.39
ACCENTMIC, ST, 28-Dec-2023,271.15,270.1,284.7,267.15, 284.70,284.7,279.6,125000,349.51,117, 118000, 94.40
ACCORD, ST, 28-Dec-2023,25.25,25.25,25.25,25.25, 25.25,25.25,25.25,2000,0.51,1, 2000, 100.00
ACCURACY, BE, 28-Dec-2023,9.5,9.75,9.8,9.45, 9.50,9.5,9.65,613722,59.21,1326, -, -
